DATA,-308.49,-25.29,-901.69,5.20,-11.77,-55.95,-66.90,2.10,28.95,-300.09,-36.59,935.39,5.64,-11.67,-55.82,-38.69,-15.96,-47.30,63.15,-0.8958,0.0967,0.1303,-0.4138,16.53,8.83,230.88,202.41,216.42,198.59
DATA,-447.72,183.54,-1140.57,-8.30,2.35,-28.95,-68.25,11.70,29.25,-440.38,174.04,1173.85,-7.87,2.45,-28.81,-40.08,-6.50,-47.54,62.52,-0.9112,0.0856,0.1377,-0.3788,15.36,10.73,226.59,189.21,203.21,182.05
DATA,-302.48,-41.07,-819.31,-5.65,1.59,-37.50,-68.85,12.75,29.70,-294.03,-52.50,853.15,-5.22,1.70,-37.36,-40.71,-5.46,-47.99,63.17,-0.9292,0.0659,0.1393,-0.3359,12.78,12.40,221.14,187.65,201.65,187.82
DATA,-473.01,255.91,-1250.00,-17.20,55.75,31.15,-65.40,13.95,31.95,-465.87,247.03,1283.09,-16.77,55.85,31.29,-37.23,-4.31,-50.14,62.60,-0.9144,0.0442,0.1850,-0.3574,12.94,17.86,224.73,186.60,200.60,177.42
DATA,-174.03,-319.76,-871.64,-2.31,22.33,-16.69,-59.10,27.90,29.25,-164.59,-333.60,905.40,-1.88,22.43,-16.55,-30.76,9.46,-47.20,57.12,-0.9716,-0.0792,0.2103,0.0747,-11.65,23.37,168.78,162.90,176.91,188.07
DATA,-279.70,81.63,-846.10,-0.95,-2.47,-38.25,-54.45,30.45,31.20,-271.07,71.25,879.90,-0.51,-2.37,-38.11,-26.05,11.95,-49.01,56.78,-0.9728,-0.0731,0.1954,0.1007,-11.25,21.43,166.04,155.36,169.36,159.01
DATA,-287.96,-64.35,-1005.86,-0.34,-6.24,-39.28,-53.70,32.40,27.45,-279.40,-75.99,1039.37,0.09,-6.14,-39.14,-25.20,13.90,-45.25,53.63,-0.9732,-0.0812,0.1747,0.1256,-12.30,18.64,163.26,151.12,165.12,162.81
DATA,-381.86,74.37,-889.17,-9.46,-11.88,-48.63,-53.40,35.70,27.75,-374.02,63.93,922.89,-9.03,-11.78,-48.49,-24.91,17.15,-45.51,54.65,-0.9705,-0.0871,0.1641,0.1538,-13.27,16.96,160.00,145.45,159.45,154.23
DATA,-430.69,-587.44,-997.09,-22.16,-8.19,-64.23,-51.15,37.35,27.00,-423.22,-603.58,1030.63,-21.73,-8.08,-64.09,-22.60,18.78,-44.70,53.50,-0.9603,-0.1235,0.1605,0.1917,-18.03,15.12,155.01,140.26,154.27,182.01
DATA,-311.75,320.26,-720.65,-4.13,8.77,-35.39,-40.50,34.65,33.00,-303.37,311.94,754.67,-3.69,8.88,-35.25,-11.84,16.05,-50.47,54.27,-0.9387,-0.1276,0.1811,0.2639,-20.38,15.83,145.73,126.41,140.41,132.46
DATA,-137.47,-330.28,-472.26,14.61,7.27,-26.45,-34.35,34.80,35.40,-127.75,-344.21,506.71,15.04,7.37,-26.31,-5.61,16.17,-52.72,55.43,-0.9222,-0.1288,0.1694,0.3229,-20.89,13.25,138.95,109.12,123.12,222.67
DATA,-309.24,-84.89,-1004.36,-18.69,0.03,-6.90,-33.30,36.90,34.05,-300.85,-96.70,1037.88,-18.26,0.13,-6.77,-4.51,18.25,-51.34,54.67,-0.9232,-0.1267,0.1687,0.3213,-20.60,13.30,139.19,103.87,117.87,143.55
DATA,-254.66,25.54,-819.06,-8.52,-0.74,-10.09,-32.55,34.65,35.55,-245.84,14.68,852.90,-8.09,-0.64,-9.95,-3.77,16.02,-52.83,55.34,-0.9239,-0.1163,0.1639,0.3257,-19.29,13.13,138.92,103.24,117.24,137.25
DATA,-396.88,66.61,-965.54,-9.25,-1.02,-10.09,-31.95,33.15,34.95,-389.16,56.10,999.13,-8.81,-0.92,-9.95,-3.14,14.55,-52.24,54.32,-0.9238,-0.1080,0.1648,0.3283,-18.46,13.51,138.67,102.19,116.19,141.82
DATA,-314.25,-264.92,-1120.79,2.82,5.48,-12.48,-33.30,31.05,37.05,-305.89,-278.29,1154.11,3.25,5.58,-12.34,-4.56,12.46,-54.37,55.97,-0.9265,-0.0970,0.1537,0.3295,-16.75,12.76,138.95,110.11,124.12,179.89
DATA,-357.07,69.86,-947.52,-4.25,4.89,-2.81,-31.95,30.90,37.20,-349.04,59.38,981.13,-3.82,4.99,-2.67,-3.19,12.31,-54.50,55.96,-0.9279,-0.0787,0.1585,0.3281,-14.93,14.03,139.20,104.51,118.52,144.19
DATA,-194.81,-120.19,-1180.64,15.10,-7.01,-9.76,-31.20,32.85,34.20,-185.54,-132.31,1213.85,15.53,-6.91,-9.62,-2.36,14.26,-51.48,53.47,-0.9305,-0.0684,0.1268,0.3367,-12.51,10.95,139.01,99.39,113.40,139.18
DATA,-324.52,-165.77,-1148.09,0.34,-1.01,-38.53,-26.25,29.70,35.40,-316.24,-178.27,1181.35,0.78,-0.91,-38.39,2.68,11.13,-52.60,53.83,-0.9004,-0.0834,0.1329,0.4058,-15.19,9.89,130.16,76.48,90.48,163.01
DATA,-444.21,235.63,-840.59,-21.18,27.04,-60.36,-22.65,23.55,35.55,-436.85,226.58,874.40,-20.75,27.14,-60.22,6.36,5.07,-52.72,53.35,-0.8732,-0.0772,0.1622,0.4531,-16.76,12.31,123.32,38.54,52.54,134.54
DATA,-210.34,-254.66,-984.32,-23.37,20.68,-45.32,-16.20,17.25,37.05,-201.18,-267.93,1017.88,-22.93,20.78,-45.18,12.93,-1.16,-54.14,55.67,-0.8471,-0.0751,0.1922,0.4897,-19.03,14.60,117.47,354.85,8.86,279.42
DATA,-105.92,53.59,-780.25,-23.94,7.65,-50.59,-13.35,9.90,37.20,-95.96,42.97,814.16,-23.51,7.75,-50.45,15.85,-8.41,-54.29,57.18,-0.8286,-0.0810,0.1947,0.5185,-20.25,13.81,113.45,332.03,346.04,329.81
DATA,-243.14,88.14,-919.22,-17.62,-11.47,-43.64,-16.65,6.30,35.25,-234.23,77.82,952.89,-17.19,-11.37,-43.50,12.52,-11.94,-52.46,55.23,-0.8104,-0.0886,0.1848,0.5489,-20.72,11.67,109.64,316.36,330.37,267.55
DATA,-307.49,110.43,-1027.14,-38.66,-5.89,-47.84,-21.90,-2.70,34.80,-299.08,100.30,1060.62,-38.22,-5.79,-47.71,7.18,-20.80,-52.20,56.65,-0.7853,-0.1089,0.1908,0.5788,-23.44,9.99,105.14,289.04,303.04,245.49
DATA,-234.63,257.66,-1022.38,-12.80,12.17,-19.55,-24.75,-6.45,34.95,-225.65,248.80,1055.87,-12.37,12.27,-19.41,4.27,-24.49,-52.45,58.04,-0.7746,-0.0968,0.1954,0.5937,-22.89,10.83,102.86,279.88,293.89,241.27
DATA,-254.16,175.28,-869.64,-15.09,8.29,-25.63,-25.05,-10.50,31.80,-245.34,165.71,903.40,-14.66,8.39,-25.50,4.03,-28.46,-49.36,57.11,-0.7607,-0.0886,0.1989,0.6114,-22.67,11.21,100.17,278.07,292.07,245.27
DATA,-269.18,153.50,-1006.36,-28.24,6.68,-25.33,-26.85,-13.65,30.30,-260.48,143.74,1039.87,-27.80,6.78,-25.19,2.23,-31.54,-47.93,57.42,-0.7499,-0.0905,0.2053,0.6224,-23.51,11.26,98.27,274.04,288.05,249.29
DATA,-191.31,388.62,-786.01,-31.11,15.55,-39.60,-29.55,-22.05,25.05,-182.00,380.89,819.91,-30.67,15.65,-39.47,-0.41,-39.77,-42.85,58.46,-0.7250,-0.0937,0.2186,0.6464,-25.26,11.29,94.03,269.41,283.42,244.31
DATA,-273.69,360.83,-1047.17,-29.50,9.77,-47.94,-33.60,-23.40,22.95,-265.02,352.86,1080.62,-29.07,9.87,-47.80,-4.50,-41.08,-40.86,58.11,-0.6969,-0.1011,0.2256,0.6732,-26.86,10.27,89.52,263.75,277.76,243.18
DATA,-308.74,727.66,-839.84,-14.87,25.36,-14.01,-36.60,-27.30,19.65,-300.34,722.85,873.65,-14.44,25.46,-13.87,-7.49,-44.89,-37.67,59.08,-0.6899,-0.0861,0.2348,0.6794,-26.58,11.95,88.05,260.53,274.53,216.71
DATA,-173.53,565.90,-637.02,11.34,8.48,-5.74,-35.25,-27.15,19.50,-164.09,559.70,671.18,11.77,8.59,-5.61,-6.11,-44.74,-37.49,58.69,-0.6914,-0.0599,0.2186,0.6860,-23.10,12.72,87.84,262.23,276.23,221.63
DATA,-196.31,550.38,-911.96,-9.74,15.21,-22.93,-35.55,-27.15,20.25,-187.05,544.04,945.64,-9.30,15.32,-22.79,-6.43,-44.75,-38.25,59.21,-0.6793,-0.0471,0.2179,0.6992,-22.27,13.31,85.72,261.82,275.83,238.06
